,outflow,outflow,outflow,outflow,outflow,inflow,inflow,inflow,inflow,inflow,info,info,info,info
479,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,transmission,plastics,E*,0.53,1221,,
480,WEEE_2RM_mechRec2Smelter_other,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,transmitter,CuAndCuAlloys,E*,0.49,1221,,
481,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,transmitter,ferrousMetals,E*,0.46,1221,,
482,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,transmitter,plastics,E*,0.18,1221,,
483,WEEE_2RM_mechRec2Smelter_other,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,wheel,ferrousMetals,E*,0.24,1221,,
484,WEEE_2RM_mechRec2Smelter_other,P*,C*,plastics,E*,WEEE_mechRec1_mechRec2,P*,wheel,plastics,E*,0.18,1221,,
485,WEEE_2RM_mechRec2Smelter_other,P*,C*,polymerPA6GF30,E*,WEEE_mechRec1_mechRec2,P*,wheel,polymerPA6GF30,E*,0.34,1221,,
486,WEEE_2RM_mechRec2Smelter_other,P*,C*,polymerPPTF20,E*,WEEE_mechRec1_mechRec2,P*,wheel,polymerPPTF20,E*,0.35,1221,,
487,WEEE_2RM_mechRec2Smelter_other,P*,C*,polymerPPTF30,E*,WEEE_mechRec1_mechRec2,P*,wheel,polymerPPTF30,E*,0.22,1221,,
488,WEEE_mechRec2_thermal,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,powerSupply,AlAndAlAlloys,E*,0.52,1221,,
489,WEEE_mechRec2_thermal,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,powerSupply,CuAndCuAlloys,E*,0.23,1221,,
490,WEEE_mechRec2_thermal,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,powerSupply,ferrousMetals,E*,0.16,1221,,
491,WEEE_mechRec2_thermal,P*,C*,otherMetalsAndMetalAlloys,E*,WEEE_mechRec1_mechRec2,P*,powerSupply,otherMetalsAndMetalAlloys,E*,0.32,1221,,
492,WEEE_mechRec2_chem,P*,C*,AlAndAlAlloys,E*,WEEE_mechRec1_mechRec2,P*,powerSupply,AlAndAlAlloys,E*,0.23,1221,,
493,WEEE_mechRec2_chem,P*,C*,CuAndCuAlloys,E*,WEEE_mechRec1_mechRec2,P*,powerSupply,CuAndCuAlloys,E*,0.06,1221,,
494,WEEE_mechRec2_chem,P*,C*,ferrousMetals,E*,WEEE_mechRec1_mechRec2,P*,powerSupply,ferrousMetals,E*,0.43,1221,,
495,WEEE_mechRec2_chem,P*,C*,otherMetalsAndMetalAlloys,E*,WEEE_mechRec1_mechRec2,P*,powerSupply,otherMetalsAndMetalAlloys,E*,0.43,1221,,
496,WEEE_2RM_thermal2Smelter_other,P*,C*,M*,Ag,WEEE_mechRec2_thermal,P*,C*,ferrousMetals,Ag,0.18,2211,,
497,WEEE_2RM_thermal2Smelter_other,P*,C*,M*,Ca,WEEE_mechRec2_thermal,P*,C*,ferrousMetals,Ca,0.53,2211,,
498,WEEE_2RM_thermal2Smelter_other,P*,C*,M*,Cu,WEEE_mechRec2_thermal,P*,C*,ferrousMetals,Cu,0.29,2211,,
499,WEEE_2RM_thermal2Smelter_other,P*,C*,M*,Ag,WEEE_mechRec2_thermal,P*,C*,otherMetalsAndMetalAlloys,Ag,0.46,2211,,
500,WEEE_2RM_thermal2Smelter_other,P*,C*,M*,Al,WEEE_mechRec2_thermal,P*,C*,otherMetalsAndMetalAlloys,Al,0.37,2211,,
501,WEEE_2RM_thermal2Smelter_other,P*,C*,M*,Dy,WEEE_mechRec2_thermal,P*,C*,otherMetalsAndMetalAlloys,Dy,0.11,2211,,
502,WEEE_2RM_thermal2Smelter_other,P*,C*,M*,Al,WEEE_mechRec2_thermal,P*,C*,AlAndAlAlloys,Al,0.07,2211,,
503,WEEE_2RM_thermal2Smelter_other,P*,C*,M*,Cu,WEEE_mechRec2_thermal,P*,C*,CuAndCuAlloys,Cu,0.55,2211,,
504,WEEE_2RM_chem2Smelter_other,P*,C*,M*,Ag,WEEE_mechRec2_chem,P*,C*,ferrousMetals,Ag,0.46,2211,,
505,WEEE_2RM_chem2Smelter_other,P*,C*,M*,Ca,WEEE_mechRec2_chem,P*,C*,ferrousMetals,Ca,0.48,2211,,
506,WEEE_2RM_chem2Smelter_other,P*,C*,M*,Cu,WEEE_mechRec2_chem,P*,C*,ferrousMetals,Cu,0.43,2211,,
507,WEEE_2RM_chem2Smelter_other,P*,C*,M*,Ag,WEEE_mechRec2_chem,P*,C*,otherMetalsAndMetalAlloys,Ag,0.09,2211,,
508,WEEE_2RM_chem2Smelter_other,P*,C*,M*,Al,WEEE_mechRec2_chem,P*,C*,otherMetalsAndMetalAlloys,Al,0.34,2211,,
509,WEEE_2RM_chem2Smelter_other,P*,C*,M*,Dy,WEEE_mechRec2_chem,P*,C*,otherMetalsAndMetalAlloys,Dy,0.58,2211,,
510,WEEE_2RM_chem2Smelter_other,P*,C*,M*,Al,WEEE_mechRec2_chem,P*,C*,AlAndAlAlloys,Al,0.43,2211,,
511,WEEE_2RM_chem2Smelter_other,P*,C*,M*,Cu,WEEE_mechRec2_chem,P*,C*,CuAndCuAlloys,Cu,0.1,2211,,
512,WEEE_thermal_chem,P*,C*,M*,Ag,WEEE_mechRec2_thermal,P*,C*,ferrousMetals,Ag,0.16,2211,,
513,WEEE_thermal_chem,P*,C*,M*,Ca,WEEE_mechRec2_thermal,P*,C*,ferrousMetals,Ca,0.5,2211,,
514,WEEE_thermal_chem,P*,C*,M*,Cu,WEEE_mechRec2_thermal,P*,C*,ferrousMetals,Cu,0.25,2211,,
515,WEEE_thermal_chem,P*,C*,M*,Ag,WEEE_mechRec2_thermal,P*,C*,otherMetalsAndMetalAlloys,Ag,0.47,2211,,
516,WEEE_thermal_chem,P*,C*,M*,Al,WEEE_mechRec2_thermal,P*,C*,otherMetalsAndMetalAlloys,Al,0.4,2211,,
517,WEEE_thermal_chem,P*,C*,M*,Dy,WEEE_mechRec2_thermal,P*,C*,otherMetalsAndMetalAlloys,Dy,0.39,2211,,
518,WEEE_thermal_chem,P*,C*,M*,Al,WEEE_mechRec2_thermal,P*,C*,AlAndAlAlloys,Al,0.41,2211,,
519,WEEE_thermal_chem,P*,C*,M*,Cu,WEEE_mechRec2_thermal,P*,C*,CuAndCuAlloys,Cu,0.5,2211,,
520,WEEE_mechRec2_thermal,P*,C*,M*,Ag,WEEE_mechRec2_chem,P*,C*,ferrousMetals,Ag,0.25,2211,,
521,WEEE_mechRec2_thermal,P*,C*,M*,Ca,WEEE_mechRec2_chem,P*,C*,ferrousMetals,Ca,0.54,2211,,
522,WEEE_mechRec2_thermal,P*,C*,M*,Cu,WEEE_mechRec2_chem,P*,C*,ferrousMetals,Cu,0.32,2211,,
523,WEEE_mechRec2_thermal,P*,C*,M*,Ag,WEEE_mechRec2_chem,P*,C*,otherMetalsAndMetalAlloys,Ag,0.15,2211,,
524,WEEE_mechRec2_thermal,P*,C*,M*,Al,WEEE_mechRec2_chem,P*,C*,otherMetalsAndMetalAlloys,Al,0.15,2211,,
525,WEEE_mechRec2_thermal,P*,C*,M*,Dy,WEEE_mechRec2_chem,P*,C*,otherMetalsAndMetalAlloys,Dy,0.23,2211,,
526,WEEE_mechRec2_thermal,P*,C*,M*,Al,WEEE_mechRec2_chem,P*,C*,AlAndAlAlloys,Al,0.06,2211,,
527,WEEE_mechRec2_thermal,P*,C*,M*,Cu,WEEE_mechRec2_chem,P*,C*,CuAndCuAlloys,Cu,0.11,2211,,
528,WEEE_2RM_chem2Smelter_other,P*,C*,M*,Ag,WEEE_thermal_chem,P*,C*,M*,Ag,0.3,2111,,
529,WEEE_2RM_chem2Smelter_other,P*,C*,M*,Ca,WEEE_thermal_chem,P*,C*,M*,Ca,0.59,2111,,
530,WEEE_2RM_chem2Smelter_other,P*,C*,M*,Cu,WEEE_thermal_chem,P*,C*,M*,Cu,0.32,2111,,
531,WEEE_2RM_chem2Smelter_other,P*,C*,M*,Ag,WEEE_thermal_chem,P*,C*,M*,Ag,0.4,2111,,
532,WEEE_2RM_chem2Smelter_other,P*,C*,M*,Al,WEEE_thermal_chem,P*,C*,M*,Al,0.43,2111,,
533,WEEE_2RM_chem2Smelter_other,P*,C*,M*,Dy,WEEE_thermal_chem,P*,C*,M*,Dy,0.32,2111,,
534,WEEE_2RM_chem2Smelter_other,P*,C*,M*,Al,WEEE_thermal_chem,P*,C*,M*,Al,0.51,2111,,
535,WEEE_2RM_chem2Smelter_other,P*,C*,M*,Cu,WEEE_thermal_chem,P*,C*,M*,Cu,0.31,2111,,
536,WEEE_2RM_thermal2Smelter_other,P*,C*,M*,Ag,WEEE_chem_thermal,P*,C*,M*,Ag,0.18,2111,,
537,WEEE_2RM_thermal2Smelter_other,P*,C*,M*,Ca,WEEE_chem_thermal,P*,C*,M*,Ca,0.32,2111,,
538,WEEE_2RM_thermal2Smelter_other,P*,C*,M*,Cu,WEEE_chem_thermal,P*,C*,M*,Cu,0.4,2111,,
539,WEEE_2RM_thermal2Smelter_other,P*,C*,M*,Ag,WEEE_chem_thermal,P*,C*,M*,Ag,0.59,2111,,
540,WEEE_2RM_thermal2Smelter_other,P*,C*,M*,Al,WEEE_chem_thermal,P*,C*,M*,Al,0.53,2111,,
541,WEEE_2RM_thermal2Smelter_other,P*,C*,M*,Dy,WEEE_chem_thermal,P*,C*,M*,Dy,0.23,2111,,
542,WEEE_2RM_thermal2Smelter_other,P*,C*,M*,Al,WEEE_chem_thermal,P*,C*,M*,Al,0.06,2111,,
543,WEEE_2RM_thermal2Smelter_other,P*,C*,M*,Cu,WEEE_chem_thermal,P*,C*,M*,Cu,0.18,2111,,
544,WEEE_generatedComplementaryMetalScrap,P*,ComponentShadowWEEE,M*,E*,WEEE_generatedDedicated,WEEE_Cat1,ComponentShadowWEEE,M*,E*,0.21,1122,,
