flows,products,components,materials,elements,mass (tonnes)
WEEE_wasteBinIncineration,Cat_2,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinIncineration,Cat_2,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinIncineration,Cat_2,PCBUnspecified,-1,-1,0.0
WEEE_wasteBinIncineration,Cat_2,PCBUnspecified,-1,Al,0.0
WEEE_wasteBinIncineration,Cat_2,PCBUnspecified,-1,Cu,0.0
WEEE_wasteBinIncineration,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_wasteBinIncineration,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinIncineration,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinLandfill,-1,-1,-1,-1,0.0
WEEE_wasteBinLandfill,-1,-1,-1,Al,0.0
WEEE_wasteBinLandfill,-1,-1,-1,Cu,0.0
WEEE_wasteBinLandfill,-1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_wasteBinLandfill,-1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinLandfill,-1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinLandfill,-1,Cables,-1,-1,0.0
WEEE_wasteBinLandfill,-1,Cables,-1,Al,0.0
WEEE_wasteBinLandfill,-1,Cables,-1,Cu,0.0
WEEE_wasteBinLandfill,-1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_wasteBinLandfill,-1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinLandfill,-1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinLandfill,-1,PCBUnspecified,-1,-1,0.0
WEEE_wasteBinLandfill,-1,PCBUnspecified,-1,Al,0.0
WEEE_wasteBinLandfill,-1,PCBUnspecified,-1,Cu,0.0
WEEE_wasteBinLandfill,-1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_wasteBinLandfill,-1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinLandfill,-1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinLandfill,Cat_1,-1,-1,-1,0.0
WEEE_wasteBinLandfill,Cat_1,-1,-1,Al,0.0
WEEE_wasteBinLandfill,Cat_1,-1,-1,Cu,0.0
WEEE_wasteBinLandfill,Cat_1,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_wasteBinLandfill,Cat_1,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinLandfill,Cat_1,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinLandfill,Cat_1,Cables,-1,-1,0.0
WEEE_wasteBinLandfill,Cat_1,Cables,-1,Al,0.0
WEEE_wasteBinLandfill,Cat_1,Cables,-1,Cu,0.0
WEEE_wasteBinLandfill,Cat_1,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_wasteBinLandfill,Cat_1,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinLandfill,Cat_1,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinLandfill,Cat_1,PCBUnspecified,-1,-1,0.0
WEEE_wasteBinLandfill,Cat_1,PCBUnspecified,-1,Al,0.0
WEEE_wasteBinLandfill,Cat_1,PCBUnspecified,-1,Cu,0.0
WEEE_wasteBinLandfill,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_wasteBinLandfill,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinLandfill,Cat_1,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinLandfill,Cat_2,-1,-1,-1,0.0
WEEE_wasteBinLandfill,Cat_2,-1,-1,Al,0.0
WEEE_wasteBinLandfill,Cat_2,-1,-1,Cu,0.0
WEEE_wasteBinLandfill,Cat_2,-1,AluminiumAlloyUnspecified,-1,0.0
WEEE_wasteBinLandfill,Cat_2,-1,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinLandfill,Cat_2,-1,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinLandfill,Cat_2,Cables,-1,-1,0.0
WEEE_wasteBinLandfill,Cat_2,Cables,-1,Al,0.0
WEEE_wasteBinLandfill,Cat_2,Cables,-1,Cu,0.0
WEEE_wasteBinLandfill,Cat_2,Cables,AluminiumAlloyUnspecified,-1,0.0
WEEE_wasteBinLandfill,Cat_2,Cables,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinLandfill,Cat_2,Cables,AluminiumAlloyUnspecified,Cu,0.0
WEEE_wasteBinLandfill,Cat_2,PCBUnspecified,-1,-1,0.0
WEEE_wasteBinLandfill,Cat_2,PCBUnspecified,-1,Al,0.0
WEEE_wasteBinLandfill,Cat_2,PCBUnspecified,-1,Cu,0.0
WEEE_wasteBinLandfill,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,-1,0.0
WEEE_wasteBinLandfill,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Al,0.0
WEEE_wasteBinLandfill,Cat_2,PCBUnspecified,AluminiumAlloyUnspecified,Cu,0.0
